latitude,longitude,comments,rake,rake2
43.05648082,-89.41511374,DEEP,0,9
43.0520642,-89.41429618,DEEP,0,9
43.05269452,-89.41429018,DEEP,0,9
43.05332484,-89.41428418,DEEP,0,9
43.05395516,-89.41427819,DEEP,0,9
43.05458547,-89.41427219,DEEP,0,9
43.05521579,-89.41426619,DEEP,0,9
43.05584611,-89.41426019,DEEP,0,9
43.0520598,-89.41343669,DEEP,0,9
43.05269012,-89.41343069,DEEP,0,9
43.05332044,-89.41342468,DEEP,0,9
43.05395075,-89.41341867,DEEP,0,9
43.05458107,-89.41341266,DEEP,0,9
43.05521139,-89.41340666,DEEP,0,9
43.05584171,-89.41340065,DEEP,0,9
43.0576972,-89.40650609,NO INFORMATION,10,10
43.05089025,-89.43149764,NONNAVIGABLE (PLANTS),3,8
43.05152057,-89.43149182,NONNAVIGABLE (PLANTS),3,8
43.05215089,-89.431486,NONNAVIGABLE (PLANTS),3,8
43.05278121,-89.43148017,NONNAVIGABLE (PLANTS),3,8
43.04962534,-89.43064983,NONNAVIGABLE (PLANTS),3,8
43.05025566,-89.430644,NONNAVIGABLE (PLANTS),3,8
43.05403757,-89.43060901,NONNAVIGABLE (PLANTS),3,8
43.04899074,-89.42979621,NONNAVIGABLE (PLANTS),3,8
43.04962106,-89.42979037,NONNAVIGABLE (PLANTS),3,8
43.05466361,-89.42974365,NONNAVIGABLE (PLANTS),3,8
43.04835613,-89.42894261,NONNAVIGABLE (PLANTS),3,8
43.04898645,-89.42893676,NONNAVIGABLE (PLANTS),3,8
43.04898216,-89.42807731,NONNAVIGABLE (PLANTS),3,8
43.05465503,-89.4280246,NONNAVIGABLE (PLANTS),3,8
43.04897786,-89.42721786,NONNAVIGABLE (PLANTS),3,8
43.05901524,-89.41766853,NONNAVIGABLE (PLANTS),3,8
43.05901086,-89.41680895,NONNAVIGABLE (PLANTS),3,8
43.05900209,-89.41508978,NONNAVIGABLE (PLANTS),3,8
43.05962801,-89.41422419,NONNAVIGABLE (PLANTS),3,8
43.05899329,-89.4133706,NONNAVIGABLE (PLANTS),3,8
43.05898888,-89.41251102,NONNAVIGABLE (PLANTS),3,8
43.0515163,-89.43063233,sampled,0,0
43.05151202,-89.42977285,sampled,0,0
43.05214234,-89.42976701,sampled,0,0
43.05087741,-89.42891922,sampled,0,0
43.0502428,-89.4280656,sampled,0,0
43.05402472,-89.42803045,sampled,0,0
43.04960818,-89.427212,sampled,0,0
43.0502342,-89.42634667,sampled,0,0
43.05084723,-89.4229029,sampled,0,0
43.05525946,-89.42286153,sampled,0,0
43.0508342,-89.42032448,sampled,0,0
43.05019953,-89.41947095,sampled,0,0
43.05082984,-89.41946501,sampled,0,0
43.05587239,-89.41941744,sampled,0,0
43.05650271,-89.4194115,sampled,0,0
43.05019516,-89.41861149,sampled,0,0
43.05649834,-89.41855194,sampled,0,0
43.05019079,-89.41775203,sampled,0,0
43.05649397,-89.41769239,sampled,0,0
43.05018642,-89.41689256,sampled,0,0
43.05711991,-89.41682687,sampled,0,0
43.05711553,-89.41596731,sampled,0,0
43.05711114,-89.41510775,sampled,0,0
43.05143389,-89.41430218,sampled,0,0
43.05647642,-89.41425419,sampled,0,0
43.05710674,-89.41424819,sampled,0,0
43.05647202,-89.41339464,sampled,0,0
43.05710234,-89.41338863,sampled,0,0
43.05773266,-89.41338262,sampled,0,0
43.05205539,-89.4125772,sampled,0,0
43.05268571,-89.41257119,sampled,0,0
43.05331603,-89.41256517,sampled,0,0
43.05394634,-89.41255916,sampled,0,0
43.05457666,-89.41255314,sampled,0,0
43.05520698,-89.41254712,sampled,0,0
43.0558373,-89.41254111,sampled,0,0
43.05646761,-89.41253509,sampled,0,0
43.05709793,-89.41252907,sampled,0,0
43.05772825,-89.41252305,sampled,0,0
43.05205098,-89.41171772,sampled,0,0
43.0526813,-89.41171169,sampled,0,0
43.05331161,-89.41170567,sampled,0,0
43.05394193,-89.41169964,sampled,0,0
43.05457225,-89.41169362,sampled,0,0
43.05520256,-89.41168759,sampled,0,0
43.05583288,-89.41168157,sampled,0,0
43.0564632,-89.41167554,sampled,0,0
43.05709351,-89.41166951,sampled,0,0
43.05519814,-89.41082806,sampled,0,0
43.05582846,-89.41082202,sampled,0,0
43.05645878,-89.41081599,sampled,0,0
43.05708909,-89.41080995,sampled,0,0
43.05519371,-89.40996853,sampled,0,0
43.05645435,-89.40995644,sampled,0,0
43.05088598,-89.43063816,sampled,1,1
43.05277694,-89.43062067,sampled,1,1
43.05025138,-89.42978453,sampled,1,1
43.0508817,-89.42977869,sampled,1,1
43.05277266,-89.42976117,sampled,1,1
43.04961677,-89.42893091,sampled,1,1
43.05024709,-89.42892506,sampled,1,1
43.05402901,-89.42888997,sampled,1,1
43.04961248,-89.42807145,sampled,1,1
43.04960388,-89.42635254,sampled,1,1
43.04959957,-89.42549309,sampled,1,1
43.05022989,-89.4254872,sampled,1,1
43.05022557,-89.42462774,sampled,1,1
43.05526812,-89.4245806,sampled,1,1
43.05022124,-89.42376827,sampled,1,1
43.05085156,-89.42376237,sampled,1,1
43.05526379,-89.42372106,sampled,1,1
43.05084289,-89.42204343,sampled,1,1
43.05083855,-89.42118395,sampled,1,1
43.05712429,-89.41768643,sampled,1,1
43.05080357,-89.41430818,sampled,1,1
43.05142948,-89.4134427,sampled,1,1
43.05142508,-89.41258322,sampled,1,1
43.05079034,-89.41172976,sampled,1,1
43.05267687,-89.41085219,sampled,1,1
43.05330719,-89.41084616,sampled,1,1
43.05393751,-89.41084013,sampled,1,1
43.05456782,-89.41083409,sampled,1,1
43.05204213,-89.40999874,sampled,1,1
43.05582403,-89.40996248,sampled,1,1
43.05708466,-89.4099504,sampled,1,1
43.0558196,-89.40910294,sampled,1,1
43.05644991,-89.40909689,sampled,1,1
43.05708023,-89.40909084,sampled,1,1
43.05771054,-89.40908479,sampled,1,1
43.0577061,-89.40822522,sampled,1,1
43.05770165,-89.40736565,sampled,1,1
43.05214662,-89.4306265,sampled,2,2
43.05340298,-89.42975533,sampled,2,2
43.05020823,-89.42118988,sampled,2,2
43.0558811,-89.42113653,sampled,2,2
43.05712866,-89.41854599,sampled,2,2
43.05775023,-89.4168209,sampled,2,2
43.05774585,-89.41596133,sampled,2,2
43.05774146,-89.41510176,sampled,2,2
43.05079917,-89.41344871,sampled,2,2
43.05079476,-89.41258924,sampled,2,2
43.05078592,-89.41087029,sampled,2,2
43.05141624,-89.41086426,sampled,2,2
43.05204656,-89.41085823,sampled,2,2
43.05267245,-89.4099927,sampled,2,2
43.05330276,-89.40998666,sampled,2,2
43.05393308,-89.40998061,sampled,2,2
43.0545634,-89.40997457,sampled,2,2
43.05465074,-89.42716507,sampled,3,3
43.05020388,-89.42033042,sampled,3,3
43.05773706,-89.41424219,sampled,3,3
43.05142066,-89.41172374,sampled,3,3
43.05775461,-89.41768046,SHALLOW,10,10
43.05838492,-89.4176745,SHALLOW,10,10
43.05772383,-89.41166349,SWIM AREA,10,10
43.05341153,-89.43147435,TERRESTRIAL,10,10
43.04899502,-89.43065566,TERRESTRIAL,10,10
43.04959525,-89.42463363,TERRESTRIAL,10,10
